name_auction	link	serial_number	sold_price	sold_date	location
1996 MAN 32.372	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4621489&LP=TRK	VIN #WMAF132633M196860	5.454	20-9-2013 3:07:	Verenigde Arabische Emirate
2005 MAN 32.390	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084523&LP=TRK	VIN #WMAH49ZZ35M408766	13.932	11-4-2014 3:17:	Groot-Brittannie
2005 MAN 32.390	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084521&LP=TRK	VIN #WMAH49ZZ25K001310	11.812	11-4-2014 3:17:	Groot-Brittannie
1999 MAN 32.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297461&LP=TRK	VIN #WMAT450807M266284	14.000	4-7-2014 3:31:	Nederland
1999 MAN 32.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297465&LP=TRK	VIN #WMAT450811M266403	12.000	4-7-2014 3:31:	Nederland
1990 MAN 33.292	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003875&LP=TRK	VIN #WMAF100527M103945	18.000	4-12-2012 4:33:	Spanje
1999 MAN 33.322	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424605&LP=TRK	Stk #WMAF09D785M185408	13.000	18-6-2013 2:34:	Frankrijk
1996 MAN 33.322	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4663150&LP=TRK	VIN #WMAF09F475M204543	13.000	10-10-2013 2:24:	Frankrijk
1998 MAN 33.343	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4421073&LP=TRK	Stk #WMAT181144M262688	12.500	14-6-2013 6:10:	Nederland
1991 MAN 33.362	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4809111&LP=TRK	VIN #WMAF101509M127312	18.000	10-12-2013 10:35:	Spanje
2002 MAN 33.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4009333&LP=TRK	VIN #WMAE60ZZZ3L031520	47.000	4-12-2012 3:43:	Spanje
2001 MAN 33.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808923&LP=TRK	VIN #WMAT42ZZZ1M318255	34.000	10-12-2013 10:32:	Spanje
1999 MAN 33.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424601&LP=TRK	Stk #WMAT484641M273235	17.500	18-6-2013 2:34:	Frankrijk
1999 MAN 33.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3940697&LP=TRK	VIN #WMAT485249M276097	12.000	31-10-2012 10:31:	Spanje
2000 MAN 33.364DFK	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808969&LP=TRK	VIN #WMAT42ZZZYM306245	24.000	10-12-2013 10:35:	Spanje
2006 MAN 33.372	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4991053&LP=TRK	VIN #WMAF102063L007725	23.000	28-2-2014 3:47:	Nederland
2006 MAN 33.372	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417025&LP=TRK	Stk #WMAF102063L007725	21.000	14-6-2013 2:36:	Nederland
1995 MAN 33.372	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236589&LP=TRK	VIN #WMAF09E596M192075	11.500	21-3-2013 6:47:	Spanje
1994 MAN 33.372	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5498336&LP=TRK	VIN #WMAF083404M190071	10.500	26-9-2014 4:33:	Nederland
1991 MAN 33.372	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236597&LP=TRK	VIN #WMAF095236M129077	15.000	21-3-2013 6:53:	Spanje
2007 MAN 33.400BB	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4306959&LP=TRK	VIN #WMAHW2ZA97M469480	40.548	22-4-2013 4:36:	Verenigde Arabische Emirate
2007 MAN 33.400BB	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4306961&LP=TRK	VIN #WMAH28ZZ17M465647	40.548	22-4-2013 4:38:	Verenigde Arabische Emirate
2007 MAN 33.400BB	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4306963&LP=TRK	VIN #WMAH28ZZ17M465499	40.548	22-4-2013 4:41:	Verenigde Arabische Emirate
1997 MAN 33.403	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3940695&LP=TRK	VIN #WMAE720004L014190	27.000	31-10-2012 10:30:	Spanje
1999 MAN 33.403DF	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808981&LP=TRK	VIN #WMAT421415M265723	23.000	10-12-2013 10:35:	Spanje
2005 MAN 33.412	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4306965&LP=TRK	VIN #WMAH28ZZ95M408299	22.151	22-4-2013 4:46:	Verenigde Arabische Emirate
2000 MAN 33.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424567&LP=TRK	Stk #WMAE69ZZZYL024350	31.000	18-6-2013 2:34:	Frankrijk
2002 MAN 33.414DFA	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413601&LP=TRK	VIN #WMAT42ZZZ2M351586	50.000	10-6-2013 9:01:	Spanje
2000 MAN 33.464	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4408377&LP=TRK	Stk #WMAE69ZZZYL021543	19.000	10-6-2013 10:15:	Spanje
1999 MAN 33.494	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4011551&LP=TRK	VIN #WMAT483304M250234	13.500	4-12-2012 3:59:	Spanje
1999 MAN 33.494	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4011553&LP=TRK	VIN #WMAT483309M250337	13.500	4-12-2012 3:59:	Spanje
2004 MAN 35.363	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932689&LP=TRK	VIN #WMAT46ZZ14L037779	16.384	7-2-2014 3:30:	Groot-Brittannie
2001 MAN 35.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432537&LP=TRK	VIN #WMAT46ZZZ1L024540	11.935	4-9-2014 10:33:	Groot-Brittannie
2001 MAN 35.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4421093&LP=TRK	Stk #WMAT46ZZZ1M315104	11.000	14-6-2013 3:48:	Nederland
1999 MAN 35.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808863&LP=TRK	VIN #WMAE680456L019937	21.000	10-12-2013 10:32:	Spanje
1998 MAN 40.373DFK	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4039365&LP=TRK	VIN #WMAT430043M251807	14.712	17-12-2012 3:01:	Verenigde Arabische Emirate
1998 MAN 40.373DFK	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4039373&LP=TRK	VIN #WMAT430039M251943	14.712	17-12-2012 3:01:	Verenigde Arabische Emirate
2000 MAN 41.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003509&LP=TRK	VIN #WMAT463002M278426	20.000	4-12-2012 4:30:	Spanje
1999 MAN 41.364	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4371693&LP=TRK	VIN #WMAT462931M277228	11.000	24-5-2013 6:55:	Spanje
2000 MAN 41.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297411&LP=TRK	VIN #WMAT46ZZZYM306465	24.000	4-7-2014 3:21:	Nederland
2000 MAN 41.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011609&LP=TRK	VIN #WMAT46ZZZYM289354	18.000	13-3-2014 4:57:	Spanje
2000 MAN 41.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011643&LP=TRK	VIN #WMAT46ZZZYM289370	18.000	13-3-2014 4:57:	Spanje
2000 MAN 41.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011611&LP=TRK	VIN #WMAT46ZZZYM286014	14.500	13-3-2014 4:57:	Spanje
2000 MAN 41.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011613&LP=TRK	VIN #WMAT46ZZZYM286074	14.500	13-3-2014 4:57:	Spanje
1999 MAN 41.414	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424779&LP=TRK	Stk #WMAT462247M266033	13.500	14-6-2013 2:33:	Nederland
1999 MAN F2000	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4014705&LP=TRK	VIN #WMAT482659M245818	52.000	6-12-2012 9:59:	Frankrijk
2002 MAN FE19.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465509&LP=TRK	Stk #WMAE62ZZZ3L032256	8.500	18-9-2014 9:58:	Spanje
2002 MAN FE310	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236573&LP=TRK	VIN #WMAT48ZZZ2L030129	39.000	21-3-2013 6:30:	Spanje
2002 MAN FE360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297459&LP=TRK	VIN #WMAT46ZZZ2M349236	14.500	4-7-2014 3:31:	Nederland
2001 MAN FE360A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465977&LP=TRK	Stk #WMAT31ZZZ1M320376	8.500	9-10-2014 2:54:	Spanje
2003 MAN FE410A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432535&LP=TRK	VIN #WMAT46ZZZ3L031930	15.703	4-9-2014 10:31:	Groot-Brittannie
2002 MAN FE410A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3958083&LP=TRK	VIN #WMAT44ZZZ3L031213	35.000	1-11-2012 4:28:	Spanje
2002 MAN FE410A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3958081&LP=TRK	VIN #WMAT44ZZZ3L031232	32.000	1-11-2012 4:26:	Spanje
2002 MAN FE460A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465475&LP=TRK	Stk #WMAT42ZZZ3M352904	46.000	18-9-2014 9:58:	Spanje
2001 MAN FE460A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4619241&LP=TRK	VIN #WMAT38ZZZ2M334021	34.000	20-9-2013 5:52:	Spanje
1998 MAN L2000	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4237859&LP=TRK	VIN #WMAL20T265G128213	1.500	22-3-2013 11:38:	Nederland
2003 MAN LE8.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5282924&LP=TRK	VIN #WMAL20ZZZ3Y119723	25.000	26-6-2014 9:03:	Duitsland
2006 MAN LE8.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5251039&LP=TRK		3.416	19-6-2014 10:51:	Groot-Brittannie
2005 MAN LE8.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4713427&LP=TRK		3.243	29-10-2013 6:32:	Groot-Brittannie
2004 MAN LE8.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5251067&LP=TRK		3.106	19-6-2014 11:02:	Groot-Brittannie
2004 MAN LE8.180	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413163&LP=TRK	VIN #WMAL20ZZ94Y131236	30.000	10-6-2013 5:55:	Spanje
2001 MAN LE8.180	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297455&LP=TRK	VIN #WMAL20ZZZ1Y086259	5.000	4-7-2014 3:31:	Nederland
2004 MAN LE14.220	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413071&LP=TRK	VIN #WMAL752214Y135036	12.000	10-6-2013 4:28:	Spanje
2003 MAN LE15.220	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5021131&LP=TRK	VIN #WMAL82ZZZ3Y120988	10.500	14-3-2014 8:24:	Italie
2006 MAN LE18.280	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003469&LP=TRK	VIN #XWMAL87ZZZ264161866	17.000	4-12-2012 3:45:	Spanje
2003 MAN LE26.280	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4591013&LP=TRK	VIN #WA03PZL	11.626	5-9-2013 3:29:	Groot-Brittannie
2002 MAN LE140C	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4008691&LP=TRK	VIN #WMAL20ZZZ2Y093394	6.000	4-12-2012 3:09:	Spanje
2001 MAN LE140C	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4218399&LP=TRK	VIN #MHZ7720	3.744	14-3-2013 3:35:	Groot-Brittannie
2005 MAN LE150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930317&LP=TRK		2.124	7-2-2014 3:43:	Groot-Brittannie
2002 MAN LE150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393627&LP=TRK		2.046	31-5-2013 8:37:	Groot-Brittannie
2001 MAN LE180C	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084517&LP=TRK		2.302	11-4-2014 3:17:	Groot-Brittannie
2002 MAN LE220B	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432489&LP=TRK		1.884	4-9-2014 11:13:	Groot-Brittannie
2001 MAN LE220B	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393689&LP=TRK		3.215	31-5-2013 8:58:	Groot-Brittannie
2001 MAN LE280B	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808349&LP=TRK	VIN #WMAL87ZZZ2Y089841	12.500	10-12-2013 10:21:	Spanje
2001 MAN LE280B	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214825&LP=TRK	VIN #1950306761	8.020	2-6-2014 3:42:	Groot-Brittannie
2001 MAN LE280B	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148695&LP=TRK		4.673	6-2-2013 10:56:	Groot-Brittannie
1984 MAN M1001	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5176139&LP=TRK	VIN #WMA5500198W007254	12.500	15-5-2014 9:07:	Duitsland
2002 MAN ME220B	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5544985&LP=TRK	VIN #WMAM39ZZZ3Y10	2.414	14-10-2014 3:20:	Groot-Brittannie
2001 MAN TG310A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5283072&LP=TRK	VIN #WMAH17ZZZ1M327473	14.000	26-6-2014 9:03:	Duitsland
2002 MAN TG410A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417297&LP=TRK	Stk #WMAH05ZZZ2G158813	6.000	14-6-2013 3:09:	Nederland
2001 MAN TG410A	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393665&LP=TRK		7.599	31-5-2013 8:50:	Groot-Brittannie
2005 MAN TG430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4371673&LP=TRK	VIN #75M4242906489DRM	22.500	24-5-2013 6:51:	Spanje
2003 MAN TGA18.280	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4808339&LP=TRK	VIN #WMAL87ZZZ3Y116660	15.000	10-12-2013 10:19:	Spanje
2003 MAN TGA18.310	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4008789&LP=TRK	VIN #WMAH05ZZZ3M359967	10.000	4-12-2012 3:25:	Spanje
2002 MAN TGA18.310	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803517&LP=TRK	VIN #WMAH02ZZZ2M348548	10.500	3-12-2013 2:55:	Frankrijk
2002 MAN TGA18.310	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5150165&LP=TRK	VIN #WMAH09ZZZ3M357800	4.250	6-5-2014 6:53:	Finland
2003 MAN TGA18.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465965&LP=TRK	Stk #WMAH05ZZZ3M372041	6.000	9-10-2014 2:54:	Spanje
2006 MAN TGA18.400	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417221&LP=TRK	Stk #WMAH06ZZ27W079513	10.000	14-6-2013 3:01:	Nederland
2006 MAN TGA18.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424589&LP=TRK	Stk #WMAH08ZZ67W078814	11.000	18-6-2013 2:34:	Frankrijk
2004 MAN TGA18.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5283044&LP=TRK	VIN #WMAH09ZZ24M394790	6.500	26-6-2014 9:03:	Duitsland
2003 MAN TGA18.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465899&LP=TRK	Stk #WMAH05ZZZ4M378324	6.500	9-10-2014 2:54:	Spanje
2006 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465519&LP=TRK	Stk #WMAH06ZZ06N439050	31.000	18-9-2014 9:58:	Spanje
2006 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465533&LP=TRK	Stk #WMAH06ZZ76M438932	31.000	18-9-2014 9:58:	Spanje
2006 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465537&LP=TRK	Stk #WMAH06ZZX7M463728	31.000	18-9-2014 9:58:	Spanje
2006 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465541&LP=TRK	Stk #WMAH06ZZ37M463702	31.000	18-9-2014 9:58:	Spanje
2006 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465515&LP=TRK	Stk #WMAH06ZZ96W067437	16.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465547&LP=TRK	Stk #WMAH06ZZ16M431569	19.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465561&LP=TRK	Stk #WMAH06ZZ75M409347	19.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465567&LP=TRK	Stk #WMAH06ZZX5M412470	15.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465551&LP=TRK	Stk #WMAH06ZZA3M426630	15.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465555&LP=TRK	Stk #WMAH06ZZ25M409305	15.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424585&LP=TRK	Stk #WMAH06ZZ45M411962	6.500	18-6-2013 2:34:	Frankrijk
2004 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465497&LP=TRK	Stk #WMAH52ZZ65M405722	22.000	18-9-2014 9:58:	Spanje
2004 MAN TGA18.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465503&LP=TRK	Stk #WMAH52ZZ05M405697	22.000	18-9-2014 9:58:	Spanje
2007 MAN TGA18.440	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417213&LP=TRK	Stk #WMAH06ZZ87M478051	14.000	14-6-2013 3:01:	Nederland
2007 MAN TGA18.440	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417217&LP=TRK	Stk #WMAH06ZZ38M493879	14.000	14-6-2013 3:01:	Nederland
2003 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465597&LP=TRK	Stk #WMAH05ZZZ4G165890	9.500	9-10-2014 2:54:	Spanje
2003 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465599&LP=TRK	Stk #WMAH05ZZZ3M364393	8.000	9-10-2014 2:54:	Spanje
2003 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5228887&LP=TRK	VIN #WMAH05ZZZ3M372435	7.500	5-6-2014 9:05:	Spanje
2002 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4619287&LP=TRK	VIN #WMAH09ZZZ2M341109	13.000	20-9-2013 5:52:	Spanje
2002 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465603&LP=TRK	Stk #WMAH05ZZZ3G160817	8.000	9-10-2014 2:54:	Spanje
2001 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465893&LP=TRK	Stk #WMAH05ZZZ1M319769	8.000	9-10-2014 2:54:	Spanje
2001 MAN TGA18.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4238395&LP=TRK	VIN #WMAH05ZZZ1M333474	6.500	22-3-2013 11:47:	Nederland
2003 MAN TGA18.460XXL	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5160889&LP=TRK	VIN #WMAH05ZZZ3M356338	8.000	9-5-2014 2:32:	Nederland
2006 MAN TGA18.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4408615&LP=TRK	Stk #WMAH05ZZ16M451606	13.500	10-6-2013 10:15:	Spanje
2006 MAN TGA18.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4408633&LP=TRK	Stk #WMAH05ZZ76W066815	13.500	10-6-2013 10:15:	Spanje
2006 MAN TGA18.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4408645&LP=TRK	Stk #WMAH05ZZ46W071163	13.500	10-6-2013 10:16:	Spanje
2005 MAN TGA18.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465543&LP=TRK	Stk #WMAH05ZZ76M435832	19.000	18-9-2014 9:58:	Spanje
2005 MAN TGA18.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4207177&LP=TRK		16.000	8-3-2013 5:04:	Italie
2005 MAN TGA26.310	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4004005&LP=TRK	VIN #WMAH26ZZ75M422223	24.000	4-12-2012 4:51:	Spanje
2007 MAN TGA26.320	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234159&LP=TRK	VIN #WMAH26ZZX7M474173	32.000	20-3-2013 9:00:	Frankrijk
2005 MAN TGA26.350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233989&LP=TRK	VIN #WMAH18ZZ65M405766	19.000	20-3-2013 8:12:	Frankrijk
2003 MAN TGA26.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4407631&LP=TRK	Stk #WMAH17ZZZ3W050994	29.000	10-6-2013 9:50:	Spanje
2003 MAN TGA26.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4407629&LP=TRK	Stk #WMAH17ZZZ3M369810	27.000	10-6-2013 9:50:	Spanje
2003 MAN TGA26.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148427&LP=TRK	VIN #YN3XVX	9.931	6-2-2013 10:13:	Groot-Brittannie
2003 MAN TGA26.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4859657&LP=TRK	VIN #WMAH20ZZZ3W049241	9.500	31-12-2013 2:27:	Italie
2002 MAN TGA26.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5498218&LP=TRK	VIN #WMAH25ZZZ3M352758	10.500	26-9-2014 4:31:	Nederland
2001 MAN TGA26.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413143&LP=TRK	VIN #WMAH20ZZZ2M337997	26.000	10-6-2013 5:29:	Spanje
2001 MAN TGA26.413	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413145&LP=TRK	VIN #WMAH20ZZZ2M338342	15.000	10-6-2013 5:31:	Spanje
2005 MAN TGA26.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465483&LP=TRK	Stk #WMAH24ZZ96W061815	13.500	18-9-2014 9:58:	Spanje
2007 MAN TGA26.440	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236567&LP=TRK	VIN #WMAH26ZZ47M474508	49.000	21-3-2013 6:26:	Spanje
2007 MAN TGA26.440	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236571&LP=TRK	VIN #WMAH26ZZ47M469891	45.000	21-3-2013 6:29:	Spanje
2005 MAN TGA26.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4619697&LP=TRK	VIN #WMAH20ZZX5W059028	6.500	25-9-2013 7:42:	Finland
2004 MAN TGA26.483BLS	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163127&LP=TRK	VIN #WMAH20ZZ64W054276	9.000	9-5-2014 2:36:	Nederland
2005 MAN TGA32.350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5497058&LP=TRK		27.000	26-9-2014 4:39:	Nederland
2005 MAN TGA32.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4994177&LP=TRK	VIN #WMAH48ZZ05M416835	30.000	28-2-2014 7:06:	Nederland
2006 MAN TGA33.350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236437&LP=TRK	VIN #WMAH56ZZ56M457139	56.000	21-3-2013 6:08:	Spanje
2005 MAN TGA33.350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236445&LP=TRK	VIN #WMAH56ZZ65M417263	42.500	21-3-2013 6:09:	Spanje
2010 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4834395&LP=TRK	VIN #WMAHW2ZZ09P015152	54.517	19-12-2013 9:39:	Verenigde Arabische Emirate
2010 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5054309&LP=TRK	VIN #WMAHW2ZZ39P014688	40.594	26-3-2014 9:32:	Verenigde Arabische Emirate
2009 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5054317&LP=TRK	VIN #WMAHW2ZZ9P015038	36.245	26-3-2014 9:33:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4834397&LP=TRK	VIN #WMAHW2ZZ49M539650	54.517	19-12-2013 9:39:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4834405&LP=TRK	VIN #WMAHW2ZZZ29P014942	54.517	19-12-2013 9:39:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240465&LP=TRK	VIN #WMAHW2ZZ99P015053	53.222	11-6-2014 6:57:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240471&LP=TRK	VIN #WMAHW2ZZX9P014932	53.222	11-6-2014 6:57:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240473&LP=TRK	VIN #WMAHW2ZZX9P014963	53.222	11-6-2014 6:58:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240477&LP=TRK	VIN #WMAHW2ZZ69P014975	53.222	11-6-2014 6:58:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240481&LP=TRK	VIN #WMAHW2ZZ89M539828	53.222	11-6-2014 7:09:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240753&LP=TRK	VIN #WMAHW2ZZ99P014677	53.222	11-6-2014 7:09:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240759&LP=TRK	VIN #WMAHW2ZZ69P014958	53.222	11-6-2014 7:09:	Verenigde Arabische Emirate
2008 MAN TGA33.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5240767&LP=TRK	VIN #WMAHW2ZZ39P014688	53.222	11-6-2014 7:09:	Verenigde Arabische Emirate
