1988 ATLAS 1404,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967459&LP=MAT,140M31221,12.193,7.000,8-5-2014 8:37:00
1973 ATLAS 1602,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9503355&LP=MAT,16213151974,7.752,6.500,26-9-2013 14:28:00
1990 ATLAS COPCO 50 KVA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266932&LP=MAT,ARE942319,6.809,4.500,26-9-2014 4:20:00
1991 ATLAS COPCO 100 KVA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308877&LP=MAT,ARE944315,,7.500,13-6-2013 9:14:00
ATLAS COPCO 105 KVA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308917&LP=MAT,OBL,2.931,5.500,13-6-2013 9:19:00
ATLAS COPCO 105 KVA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308887&LP=MAT,0001006482,,4.500,13-6-2013 9:15:00
ATLAS COPCO 4250 KVA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9975541&LP=MAT,0000837579,8.943,3.750,9-5-2014 2:34:00
2004 ATLAS COPCO QAS18,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266976&LP=MAT,YA360631500464440,15.672,1.250,26-9-2014 4:20:00
2006 ATLAS COPCO QAS20,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9309075&LP=MAT,YA306276170626919,5.291,3.750,13-6-2013 9:36:00
2008 ATLAS COPCO QAS40KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9309053&LP=MAT,YA306369180717563,10.012,5.500,13-6-2013 9:34:00
2007 ATLAS COPCO QAS45,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9309025&LP=MAT,WA306341970632224,3.741,6.500,13-6-2013 9:30:00
2008 ATLAS COPCO QAS60,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266974&LP=MAT,YA306341X80724508,,3.000,26-9-2014 4:20:00
1994 ATLAS COPCO QAS60,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308971&LP=MAT,ARE942924,,5.000,13-6-2013 9:24:00
1994 ATLAS COPCO QAS60KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308977&LP=MAT,ARER942976,,5.000,13-6-2013 9:25:00
ATLAS COPCO QAS60KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9309017&LP=MAT,ARE942063,794,3.000,13-6-2013 9:29:00
2006 ATLAS COPCO QAS80,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308959&LP=MAT,YA306343360556810,,7.000,13-6-2013 9:23:00
2007 ATLAS COPCO QAS100,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498559&LP=MAT,YA306343070636860,9.568,5.500,26-9-2013 14:26:00
1998 ATLAS COPCO QAS108,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308901&LP=MAT,YA360632100283780,,6.500,13-6-2013 9:17:00
1998 ATLAS COPCO QAS108,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308909&LP=MAT,YA360632100283781,7.135,6.500,13-6-2013 9:18:00
ATLAS COPCO QAS108,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308895&LP=MAT,724641,6.741,6.500,13-6-2013 9:16:00
ATLAS COPCO QAS108,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498561&LP=MAT,381866,3.528,4.500,26-9-2013 14:26:00
ATLAS COPCO QAS108,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9123507&LP=MAT,7111573,,3.500,21-3-2013 8:27:00
2001 ATLAS COPCO QAS108PD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498571&LP=MAT,YA360632100359081,7.857,4.500,26-9-2013 14:26:00
2002 ATLAS COPCO QAS125,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498555&LP=MAT,350133,813,4.000,26-9-2013 14:26:00
2005 ATLAS COPCO QAS150,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498547&LP=MAT,YA360632200520477,5.729,8.000,26-9-2013 14:26:00
1992 ATLAS COPCO QAS150KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308875&LP=MAT,ARE944717,,8.000,13-6-2013 9:14:00
1989 ATLAS COPCO QAS150KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498557&LP=MAT,ARE944599,,3.500,26-9-2013 14:26:00
1998 ATLAS COPCO QAS180KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9123575&LP=MAT,ARE946117,4.643,1.750,21-3-2013 8:27:00
1989 ATLAS COPCO QAS275KD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9821231&LP=MAT,,,7.000,28-2-2014 2:21:00
2001 ATLAS COPCO QAS278,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973235&LP=MAT,YA36063230037573,,7.550,9-5-2014 2:34:00
1998 ATLAS COPCO QAS338,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266744&LP=MAT,,5.132,6.000,26-9-2014 4:14:00
2006 ATLAS COPCO QAX30DD,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266962&LP=MAT,YA306256960573050,2.672,3.750,26-9-2014 4:20:00
2004 AUSA 120DAH,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10095461&LP=MAT,71137545,2.067,4.750,3-7-2014 8:46:00
2005 AUSA 120DH,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10095453&LP=MAT,23543040,,1.250,3-7-2014 8:46:00
2004 AUSA 120DH,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10095441&LP=MAT,23538558,,1.250,3-7-2014 8:46:00
2004 AUSA 120DH,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10255703&LP=MAT,23539686,,1.250,25-9-2014 2:01:00
2005 AUSA 150,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10255649&LP=MAT,71241356,2.703,2.750,25-9-2014 2:01:00
2006 AUSA 150DG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10255637&LP=MAT,08149613,,1.500,25-9-2014 2:01:00
2001 AUSA 150DG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10255635&LP=MAT,,,1.000,25-9-2014 2:01:00
2004 AUSA 150DH,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300419&LP=MAT,09237806,,1.500,13-6-2013 2:42:00
2004 AUSA 150DH,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300421&LP=MAT,14139127,,1.500,13-6-2013 2:42:00
2005 AUSA 200RM,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493821&LP=MAT,15444468,2.318,2.000,26-9-2013 4:07:00
2005 AUSA 200RM,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493825&LP=MAT,15444449,2.051,2.000,26-9-2013 4:07:00
2002 AUSA 300RHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10095465&LP=MAT,55532059,2.791,2.750,3-7-2014 8:46:00
2000 AUSA 300RHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493809&LP=MAT,55525101,2.858,2.000,26-9-2013 4:03:00
2005 AUSA 350AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262503&LP=MAT,61141900,2.645,3.000,25-9-2014 2:01:00
2005 AUSA C150H,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9113829&LP=MAT,12142901,3.047,5.000,21-3-2013 3:03:00
2006 AUSA C150HX4,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262623&LP=MAT,12151457,1.220,5.750,25-9-2014 2:10:00
2007 AUSA C200H,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10095511&LP=MAT,20554381,,6.500,3-7-2014 8:46:00
2007 AUSA CH200,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300523&LP=MAT,20456325,,5.000,13-6-2013 2:56:00
2006 AUSA CH320,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300521&LP=MAT,43746096,3.644,4.750,13-6-2013 2:55:00
2004 AUSA CH320,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300513&LP=MAT,43737816,2.167,4.500,13-6-2013 2:55:00
2004 AUSA CH320,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300517&LP=MAT,43738371,3.590,4.500,13-6-2013 2:55:00
AUSA CT20,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967323&LP=MAT,BCT151,,3.250,8-5-2014 2:09:00
2008 AUSA D100AHA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10095459&LP=MAT,70647622,1.031,5.000,3-7-2014 8:46:00
2007 AUSA D120AHA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9816219&LP=MAT,71057006,780,6.500,27-2-2014 2:07:00
2007 AUSA D120AHA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10255707&LP=MAT,71055292,1.314,4.750,25-9-2014 2:01:00
2006 AUSA D120AHA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10255705&LP=MAT,6F0965,1.138,4.750,25-9-2014 2:01:00
2005 AUSA D120AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9818907&LP=MAT,71241573,1.560,3.750,27-2-2014 2:07:00
2008 AUSA D150AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300415&LP=MAT,71259776,380,5.000,13-6-2013 2:40:00
2006 AUSA D201RHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493817&LP=MAT,17850746,,3.000,26-9-2013 4:07:00
2007 AUSA D201RHS,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262501&LP=MAT,17654768,1.510,4.500,25-9-2014 2:01:00
2005 AUSA D250AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498135&LP=MAT,60142191,4.166,2.500,26-9-2013 4:03:00
2000 AUSA D250AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498137&LP=MAT,60123024,3.370,2.250,26-9-2013 4:07:00
2007 AUSA D250RHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967233&LP=MAT,55956008,819,2.750,8-5-2014 1:46:00
2006 AUSA D300AMG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300333&LP=MAT,65048541,,7.500,13-6-2013 2:20:00
2006 AUSA D300AMG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300337&LP=MAT,65047879,,7.500,13-6-2013 2:24:00
2002 AUSA D300RHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300339&LP=MAT,55532073,1.142,2.000,13-6-2013 2:25:00
2007 AUSA D350AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262505&LP=MAT,65156016,2.897,4.000,25-9-2014 2:01:00
2006 AUSA D350AHG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300329&LP=MAT,65147773,902,7.000,13-6-2013 1:53:00
2007 AUSA D600APG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262561&LP=MAT,64053838,2.535,5.500,25-9-2014 2:10:00
2006 AUSA D600APG,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493775&LP=MAT,64049807,2.521,5.000,26-9-2013 4:03:00
BABCOCK SP50,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9311145&LP=MAT,S80C783,5.135,2.000,14-6-2013 2:00:00
1988 BARBER-GREENE BG250,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9503475&LP=MAT,E110,14.915,6.000,26-9-2013 14:29:00
1996 BARBER-GREENE BGP 230,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10101573&LP=MAT,23004G342,,7.500,7-7-2014 3:31:00
2005 BARBER-GREENE BGP C17,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9507679&LP=MAT,C1710L472,,8.500,26-9-2013 14:29:00
2007 BARFORD SKR6000,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300325&LP=MAT,SXR62368SMVK1790,,5.500,13-6-2013 1:53:00
2001 BARFORD SX6000,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967245&LP=MAT,SX60397SEMGO443,,2.750,8-5-2014 1:46:00
1997 BARFORD SX6000,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493797&LP=MAT,SX6310SEHF0407,778,2.500,26-9-2013 4:03:00
1995 BARFORD SX6000,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9300437&LP=MAT,SX6085,5.332,2.000,13-6-2013 2:43:00
2004 BARFORD SXR6000,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9493795&LP=MAT,SXR60911SMRB0132,,3.500,26-9-2013 4:03:00
1999 BASKET SEL19AED,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9311147&LP=MAT,B1023097,4.680,4.000,14-6-2013 2:01:00
2004 BENFORD 2000D,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262507&LP=MAT,SLBDNN0ZE403AZ005,2.600,4.500,25-9-2014 2:01:00
BENFORD 3500,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967237&LP=MAT,SLBDRN0ZE404HK040,2.237,3.750,8-5-2014 1:46:00
2004 BENFORD 3500YSHRZ3739,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10262509&LP=MAT,SLBDPN0ZE404HR042,,4.500,25-9-2014 2:01:00
2008 BENFORD 4000YSHFA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498127&LP=MAT,SLBDRN00E506HY024,,5.500,26-9-2013 4:03:00
2005 BENFORD 4000YSHFA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498131&LP=MAT,SLBDRN00E506HY026,1.160,5.500,26-9-2013 4:03:00
